t,date,g
974,2017-11-14,-0.586
975,2017-11-15,-1.2645
976,2017-11-16,2.1332
977,2017-11-17,-0.7416
978,2017-11-20,0.4296
979,2017-11-21,1.6434
980,2017-11-22,-0.223
981,2017-11-24,0.5814
982,2017-11-27,-0.1259
983,2017-11-28,2.5436
984,2017-11-29,-0.1534
985,2017-11-30,2.1966
986,2017-12-01,-0.5235
987,2017-12-04,-0.3051
988,2017-12-05,-0.908
989,2017-12-06,0.0479
990,2017-12-07,0.7933
991,2017-12-08,1.3704
992,2017-12-11,0.7582
993,2017-12-12,0.4444
994,2017-12-13,-0.0283
995,2017-12-14,-1.0318
996,2017-12-15,0.805
997,2017-12-18,1.5929
998,2017-12-19,-0.9696
999,2017-12-20,-0.1321
1000,2017-12-21,0.5185
1001,2017-12-22,-0.0659
1002,2017-12-26,-0.3016
1003,2017-12-27,0.1226
1004,2017-12-28,0.5179
1005,2017-12-29,-0.952
1006,2018-01-02,1.7972
1007,2018-01-03,1.5889
1008,2018-01-04,1.0599
1009,2018-01-05,1.6737
1010,2018-01-08,0.4604
1011,2018-01-09,0.5697
1012,2018-01-10,-0.3858
1013,2018-01-11,1.8319
1014,2018-01-12,1.6374
1015,2018-01-16,-0.8629
1016,2018-01-17,2.3906
1017,2018-01-18,-0.4239
1018,2018-01-19,1.1439
1019,2018-01-22,2.0407
1020,2018-01-23,0.5343
1021,2018-01-24,-0.0979
1022,2018-01-25,0.1068
1023,2018-01-26,2.9009
1024,2018-01-29,-1.6763
1025,2018-01-30,-2.5981
1026,2018-01-31,0.1252
1027,2018-02-01,-0.2862
1028,2018-02-02,-5.5466
1029,2018-02-05,-10.766
1030,2018-02-06,4.9167
1031,2018-02-07,-1.3708
1032,2018-02-08,-9.6341
1033,2018-02-09,3.7573
1034,2018-02-12,3.6736
1035,2018-02-13,0.626
1036,2018-02-14,3.3783
1037,2018-02-15,3.1952
1038,2018-02-16,0.0738
1039,2018-02-20,-1.5828
1040,2018-02-21,-1.2566
1041,2018-02-22,0.3264
1042,2018-02-23,3.985
1043,2018-02-26,2.9094
1044,2018-02-27,-3.1664
1045,2018-02-28,-2.5658
1046,2018-03-01,-3.6912
1047,2018-03-02,1.2957
1048,2018-03-05,2.8959
1049,2018-03-06,0.638
1050,2018-03-07,-0.0924
1051,2018-03-08,1.2165
1052,2018-03-09,4.3477
1053,2018-03-12,-0.3165
1054,2018-03-13,-1.6339
1055,2018-03-14,-1.2965
1056,2018-03-15,-0.2748
1057,2018-03-16,-0.7342
1058,2018-03-19,-3.4329
1059,2018-03-20,0.4282
1060,2018-03-21,-0.4841
1061,2018-03-22,-6.3794
1062,2018-03-23,-5.4293
1063,2018-03-26,6.8019
1064,2018-03-27,-4.3239
1065,2018-03-28,-0.7457
1066,2018-03-29,3.1996
1067,2018-04-02,-5.4989
1068,2018-04-03,3.2094
1069,2018-04-04,2.6818
1070,2018-04-05,1.981
1071,2018-04-06,-5.6795
1072,2018-04-09,1.2389
1073,2018-04-10,3.9754
1074,2018-04-11,-1.3245
1075,2018-04-12,2.0648
1076,2018-04-13,-0.7402
1077,2018-04-16,2.0634
1078,2018-04-17,2.6817
1079,2018-04-18,0.1865
1080,2018-04-19,-1.4019
1081,2018-04-20,-2.1459
1082,2018-04-23,-0.0378
1083,2018-04-24,-3.4168
1084,2018-04-25,0.6221
1085,2018-04-26,2.5488
1086,2018-04-27,0.2365
1087,2018-04-30,-1.9455
1088,2018-05-01,0.4474
1089,2018-05-02,-1.6985
1090,2018-05-03,-0.5559
1091,2018-05-04,3.2416
1092,2018-05-07,0.8511
1093,2018-05-08,0.0
1094,2018-05-09,2.4241
1095,2018-05-10,2.3454
1096,2018-05-11,0.7677
1097,2018-05-14,0.12
1098,2018-05-15,-1.7415
1099,2018-05-16,1.0575
1100,2018-05-17,-0.213
1101,2018-05-18,-0.6308
1102,2018-05-21,1.8876
1103,2018-05-22,-0.7016
1104,2018-05-23,0.6923
1105,2018-05-24,-0.5168
1106,2018-05-25,-0.6012
1107,2018-05-29,-2.915
1108,2018-05-30,3.3406
1109,2018-05-31,-1.5485
1110,2018-06-01,2.462
1111,2018-06-04,1.1945
1112,2018-06-05,0.1833
1113,2018-06-06,2.0981
1114,2018-06-07,-0.0273
1115,2018-06-08,0.7439
1116,2018-06-11,0.3349
1117,2018-06-12,0.3255
1118,2018-06-13,-0.8054
1119,2018-06-14,0.6337
1120,2018-06-15,-1.4507
1121,2018-06-18,-0.5188
1122,2018-06-19,-0.9677
1123,2018-06-20,0.4295
1124,2018-06-21,-1.5847
1125,2018-06-22,0.459
1126,2018-06-25,-3.454
1127,2018-06-26,0.5573
1128,2018-06-27,-2.0963
1129,2018-06-28,1.4367
1130,2018-06-29,0.3625
1131,2018-07-02,0.5382
1132,2018-07-03,-0.8914
1133,2018-07-05,2.0475
1134,2018-07-06,2.1225
1135,2018-07-09,2.259
1136,2018-07-10,0.9052
1137,2018-07-11,-1.85
1138,2018-07-12,2.2743
1139,2018-07-13,0.1984
1140,2018-07-16,-0.2254
1141,2018-07-17,1.0173
1142,2018-07-18,0.5296
1143,2018-07-19,-0.9522
1144,2018-07-20,-0.2882
1145,2018-07-23,0.4681
1146,2018-07-24,1.2649
1147,2018-07-25,2.1386
1148,2018-07-26,-0.5952
1149,2018-07-27,-1.7134
1150,2018-07-30,-1.3198
1151,2018-07-31,1.2392
1152,2018-08-01,-0.4214
1153,2018-08-02,1.3691
1154,2018-08-03,1.0775
1155,2018-08-06,0.9224
1156,2018-08-07,0.8308
1157,2018-08-08,-0.1059
1158,2018-08-09,-0.3445
1159,2018-08-10,-1.6941
1160,2018-08-13,-0.9451
1161,2018-08-14,1.6028
1162,2018-08-15,-1.8889
1163,2018-08-16,2.0308
1164,2018-08-17,0.8856
1165,2018-08-20,0.5387
1166,2018-08-21,0.5903
1167,2018-08-22,-0.1497
1168,2018-08-23,-0.3348
1169,2018-08-24,1.5121
1170,2018-08-27,1.9818
1171,2018-08-28,0.1217
1172,2018-08-29,1.3523
1173,2018-08-30,-1.0222
1174,2018-08-31,0.0087
1175,2018-09-04,-0.4344
1176,2018-09-05,-0.6792
1177,2018-09-06,-0.7597
1178,2018-09-07,-0.4902
1179,2018-09-10,0.4377
1180,2018-09-11,0.8296
1181,2018-09-12,0.061
1182,2018-09-13,1.4861
1183,2018-09-14,0.0433
1184,2018-09-17,-1.3377
1185,2018-09-18,1.3637
1186,2018-09-19,0.2684
1187,2018-09-20,2.0339
1188,2018-09-21,-1.3685
1189,2018-09-24,-0.8385
1190,2018-09-25,-0.2339
1191,2018-09-26,-0.7552
1192,2018-09-27,0.7032
1193,2018-09-28,0.026
1194,2018-10-01,0.874
1195,2018-10-02,-0.1469
1196,2018-10-03,0.1383
1197,2018-10-04,-1.9773
1198,2018-10-05,-1.4144
1199,2018-10-08,0.0
1200,2018-10-09,-0.368
1201,2018-10-10,-8.1082
1202,2018-10-11,-5.6127
1203,2018-10-12,3.4758
1204,2018-10-15,-1.4195
1205,2018-10-16,5.4508
1206,2018-10-17,0.0449
1207,2018-10-18,-3.6657
1208,2018-10-19,-0.1368
1209,2018-10-22,-1.1337
1210,2018-10-23,-1.2861
1211,2018-10-24,-7.7533
1212,2018-10-25,4.481
1213,2018-10-26,-4.4715
1214,2018-10-29,-1.4
1215,2018-10-30,3.7069
1216,2018-10-31,2.6773
1217,2018-11-01,2.6676
1218,2018-11-02,-1.497
1219,2018-11-05,1.3864
1220,2018-11-06,1.5896
1221,2018-11-07,5.3381
1222,2018-11-08,-0.4578
1223,2018-11-09,-2.4737
1224,2018-11-12,-4.7532
1225,2018-11-13,-0.472
1226,2018-11-14,-1.7288
1227,2018-11-15,2.6164
1228,2018-11-16,0.6545
1229,2018-11-19,-4.2989
1230,2018-11-20,-4.7072
1231,2018-11-21,0.8572
1232,2018-11-23,-1.6887
1233,2018-11-26,4.0359
1234,2018-11-27,0.8464
1235,2018-11-28,5.7366
1236,2018-11-29,-0.5513
1237,2018-11-30,1.5314
1238,2018-12-03,3.3149
1239,2018-12-04,-8.3006
1240,2018-12-06,-0.3826
1241,2018-12-07,-5.9246
1242,2018-12-10,0.4776
1243,2018-12-11,0.0573
1244,2018-12-12,1.2657
1245,2018-12-13,-0.0855
1246,2018-12-14,-4.6966
1247,2018-12-17,-4.993
1248,2018-12-18,-0.2765
1249,2018-12-19,-3.8024
1250,2018-12-20,-4.1358
1251,2018-12-21,-6.6843
1252,2018-12-24,-6.7481
1253,2018-12-26,12.4211
1254,2018-12-27,1.9273
1255,2018-12-28,-0.3253
1256,2018-12-31,2.1976
1257,2019-01-02,0.262
1258,2019-01-03,-6.0863
1259,2019-01-04,8.3026
1260,2019-01-07,1.9791
1261,2019-01-08,2.3566
1262,2019-01-09,1.175
1263,2019-01-10,0.8874
1264,2019-01-11,0.0973
1265,2019-01-14,-1.5421
1266,2019-01-15,2.8717
1267,2019-01-16,0.6091
1268,2019-01-17,1.9047
1269,2019-01-18,3.332
1270,2019-01-22,-3.4278
1271,2019-01-23,0.5267
1272,2019-01-24,0.1339
1273,2019-01-25,2.1233
1274,2019-01-28,-1.9226
1275,2019-01-29,-0.3346
1276,2019-01-30,3.9581
1277,2019-01-31,2.2035
1278,2019-02-01,0.1213
1279,2019-02-04,1.7667
1280,2019-02-05,1.0541
1281,2019-02-06,-0.3324
1282,2019-02-07,-2.4138
1283,2019-02-08,0.3077
1284,2019-02-11,0.1397
1285,2019-02-12,3.2199
1286,2019-02-13,0.8169
1287,2019-02-14,-0.5596
1288,2019-02-15,2.7313
1289,2019-02-19,0.4357
1290,2019-02-20,0.5074
1291,2019-02-21,-0.8977
1292,2019-02-22,1.5576
1293,2019-02-25,0.3428
1294,2019-02-26,-0.1804
1295,2019-02-27,-0.1083
1296,2019-02-28,-0.4698
1297,2019-03-01,1.5685
1298,2019-03-04,-0.9183
1299,2019-03-05,-0.343
1300,2019-03-06,-1.531
1301,2019-03-07,-2.117
1302,2019-03-08,-0.5045
1303,2019-03-11,3.6281
1304,2019-03-12,0.9485
1305,2019-03-13,1.6625
1306,2019-03-14,-0.1613
1307,2019-03-15,0.1344
1308,2019-03-18,0.9121
1309,2019-03-19,0.0625
1310,2019-03-20,-0.7596
1311,2019-03-21,2.8303
1312,2019-03-22,-4.8973
1313,2019-03-25,-0.1896
1314,2019-03-26,1.8715
1315,2019-03-27,-1.3212
1316,2019-03-28,0.9534
1317,2019-03-29,1.584
1318,2019-04-01,2.9709
1319,2019-04-02,0.1234
1320,2019-04-03,0.3962
1321,2019-04-04,0.6678
1322,2019-04-05,1.2168
1323,2019-04-08,0.192
1324,2019-04-09,-1.2948
1325,2019-04-10,0.8581
1326,2019-04-11,-0.0699
1327,2019-04-12,1.6993
1328,2019-04-15,-0.1651
1329,2019-04-16,0.1651
1330,2019-04-17,-0.6174
1331,2019-04-18,0.4958
1332,2019-04-22,0.2171
1333,2019-04-23,2.2558
1334,2019-04-24,-0.5599
1335,2019-04-25,-0.1553
1336,2019-04-26,1.1708
1337,2019-04-29,0.3948
1338,2019-04-30,0.1286
1339,2019-05-01,-1.9013
1340,2019-05-02,-0.5446
1341,2019-05-03,2.4545
1342,2019-05-06,-1.0392
1343,2019-05-07,-4.2439
1344,2019-05-08,-0.3503
1345,2019-05-09,-0.7637
1346,2019-05-10,1.2627
1347,2019-05-13,-6.4137
1348,2019-05-14,2.2688
1349,2019-05-15,1.4718
1350,2019-05-16,2.3231
1351,2019-05-17,-1.6345
1352,2019-05-20,-1.6718
1353,2019-05-21,2.2618
1354,2019-05-22,-0.7752
1355,2019-05-23,-3.0981
1356,2019-05-24,0.571
1357,2019-05-28,-2.3547
1358,2019-05-29,-1.6968
1359,2019-05-30,0.6873
1360,2019-05-31,-3.4189
1361,2019-06-03,-0.6416
1362,2019-06-04,5.4116
1363,2019-06-05,2.1735
1364,2019-06-06,1.6334
1365,2019-06-07,2.5092
1366,2019-06-10,1.1538
1367,2019-06-11,-0.0611
1368,2019-06-12,-0.4453
1369,2019-06-13,1.0377
1370,2019-06-14,-0.2786
1371,2019-06-17,0.0958
1372,2019-06-18,2.625
1373,2019-06-19,0.5682
1374,2019-06-20,2.3963
1375,2019-06-21,-1.5893
1376,2019-06-24,-0.3088
1377,2019-06-25,-2.4838
1378,2019-06-26,-0.2515
1379,2019-06-27,0.892
1380,2019-06-28,1.2934
1381,2019-07-01,2.2775
1382,2019-07-02,0.6554
1383,2019-07-03,2.0068
1384,2019-07-05,-0.2869
1385,2019-07-08,-1.3885
1386,2019-07-09,0.3139
1387,2019-07-10,1.2012
1388,2019-07-11,0.59
1389,2019-07-12,1.1257
1390,2019-07-15,0.0838
1391,2019-07-16,-0.8729
1392,2019-07-17,-1.6619
1393,2019-07-18,0.9209
1394,2019-07-19,-1.4038
1395,2019-07-22,0.6183
1396,2019-07-23,1.7954
1397,2019-07-24,1.1815
1398,2019-07-25,-1.2067
1399,2019-07-26,1.6828
1400,2019-07-29,-0.4593
1401,2019-07-30,-0.6194
1402,2019-07-31,-2.7722
1403,2019-08-01,-2.204
1404,2019-08-02,-1.9046
1405,2019-08-05,-7.6947
1406,2019-08-06,3.5092
1407,2019-08-07,0.1488
1408,2019-08-08,4.8964
1409,2019-08-09,-1.7224
1410,2019-08-12,-3.0865
1411,2019-08-13,3.8889
1412,2019-08-14,-7.5634
1413,2019-08-15,0.6648
1414,2019-08-16,3.6911
1415,2019-08-19,3.0179
1416,2019-08-20,-1.9384
1417,2019-08-21,2.0418
1418,2019-08-22,-0.0776
1419,2019-08-23,-6.5578
1420,2019-08-26,2.7714
1421,2019-08-27,-0.9907
1422,2019-08-28,1.7682
1423,2019-08-29,3.1984
1424,2019-08-30,-0.112
1425,2019-09-03,-1.4778
1426,2019-09-04,2.8442
1427,2019-09-05,3.2189
1428,2019-09-06,0.1945
1429,2019-09-09,0.1268
1430,2019-09-10,-0.0592
1431,2019-09-11,1.7856
1432,2019-09-12,0.8714
1433,2019-09-13,-0.1673
1434,2019-09-16,-0.7796
1435,2019-09-17,0.6373
1436,2019-09-18,0.1507
1437,2019-09-19,-0.0167
1438,2019-09-20,-2.3545
1439,2019-09-23,-0.0591
1440,2019-09-24,-1.9852
1441,2019-09-25,1.4861
1442,2019-09-26,-0.5255
1443,2019-09-27,-1.3612
1444,2019-09-30,1.166
1445,2019-10-01,-3.0154
1446,2019-10-02,-4.4913
1447,2019-10-03,2.0562
1448,2019-10-04,3.3872
1449,2019-10-07,-1.0896
1450,2019-10-08,-3.9429
1451,2019-10-09,2.3818
1452,2019-10-10,1.6987
1453,2019-10-11,2.599
1454,2019-10-14,-0.2808
1455,2019-10-15,2.4826
1456,2019-10-16,-0.405
1457,2019-10-17,0.7421
1458,2019-10-18,-1.1055
1459,2019-10-21,1.7026
1460,2019-10-22,-0.8246
1461,2019-10-23,0.7322
1462,2019-10-24,0.4114
1463,2019-10-25,1.0298
1464,2019-10-28,1.4164
1465,2019-10-29,-0.0748
1466,2019-10-30,0.7717
1467,2019-10-31,-0.672
1468,2019-11-01,2.3237
1469,2019-11-04,1.0104
1470,2019-11-05,-0.2789
1471,2019-11-06,0.0574
1472,2019-11-07,0.8847
1473,2019-11-08,0.6207
1474,2019-11-11,-0.4817
1475,2019-11-12,0.5307
1476,2019-11-13,0.0815
1477,2019-11-14,0.3666
1478,2019-11-15,1.817
1479,2019-11-18,0.1858
1480,2019-11-19,-0.0727
1481,2019-11-20,-0.9389
1482,2019-11-21,-0.4058
1483,2019-11-22,0.5598
1484,2019-11-25,1.9455
1485,2019-11-26,0.5703
1486,2019-11-27,1.1208
1487,2019-11-29,-0.9363
1488,2019-12-02,-2.1498
1489,2019-12-03,-1.6957
1490,2019-12-04,1.5501
1491,2019-12-05,0.4527
1492,2019-12-06,2.2913
1493,2019-12-09,-0.7936
1494,2019-12-10,-0.2812
1495,2019-12-11,0.7143
1496,2019-12-12,2.1627
1497,2019-12-13,0.1509
1498,2019-12-16,1.7253
1499,2019-12-17,0.0552
1500,2019-12-18,0.0158
1501,2019-12-19,1.0308
1502,2019-12-20,-0.1335
1503,2019-12-23,0.3847
1504,2019-12-24,0.0078
1505,2019-12-26,1.3379
1506,2019-12-27,-0.0624
1507,2019-12-30,-1.3932
1508,2019-12-31,0.6114
1509,2020-01-02,2.3457
1510,2020-01-03,-1.9155
1511,2020-01-06,0.9596
1512,2020-01-07,-0.7096
1513,2020-01-08,1.3395
1514,2020-01-09,1.703
1515,2020-01-10,-0.7262
1516,2020-01-13,1.7271
1517,2020-01-14,-0.3845
1518,2020-01-15,0.5688
1519,2020-01-16,2.0876
1520,2020-01-17,0.7831
1521,2020-01-21,-0.4939
1522,2020-01-22,0.0304
1523,2020-01-23,0.2888
1524,2020-01-24,-2.2511
1525,2020-01-27,-4.0721
1526,2020-01-28,2.627
1527,2020-01-29,-0.2082
1528,2020-01-30,0.8165
1529,2020-01-31,-4.6179
1530,2020-02-03,1.8651
1531,2020-02-04,3.8118
1532,2020-02-05,2.8934
1533,2020-02-06,0.8465
1534,2020-02-07,-1.3467
1535,2020-02-10,1.8743
1536,2020-02-11,0.4363
1537,2020-02-12,1.6184
1538,2020-02-13,-0.269
1539,2020-02-14,0.4034
1540,2020-02-18,-0.6502
1541,2020-02-19,1.202
1542,2020-02-20,-1.0374
1543,2020-02-21,-2.6086
1544,2020-02-24,-8.4994
1545,2020-02-25,-7.7542
1546,2020-02-26,-0.9286
1547,2020-02-27,-11.5798
1548,2020-02-28,-1.061
1549,2020-03-02,10.6836
1550,2020-03-03,-7.3207
1551,2020-03-04,10.3758
1552,2020-03-05,-8.5193
1553,2020-03-06,-4.2007
1554,2020-03-09,-20.4908
1555,2020-03-10,12.7135
1556,2020-03-11,-12.5941
1557,2020-03-12,-25.3434
1558,2020-03-13,20.6711
1559,2020-03-16,-29.2034
1560,2020-03-17,13.2514
1561,2020-03-18,-13.0939
1562,2020-03-19,0.5349
1563,2020-03-20,-12.5782
1564,2020-03-23,-6.527
1565,2020-03-24,21.8562
1566,2020-03-25,3.7445
1567,2020-03-26,14.3007
1568,2020-03-27,-7.62
1569,2020-03-30,8.0538
1570,2020-03-31,-3.7844
1571,2020-04-01,-11.6044
1572,2020-04-02,5.7489
1573,2020-04-03,-3.669
1574,2020-04-06,16.3817
1575,2020-04-07,0.2568
1576,2020-04-08,8.3204
1577,2020-04-09,3.8059
1578,2020-04-13,-2.3114
1579,2020-04-14,7.3247
1580,2020-04-15,-5.4122
1581,2020-04-16,1.2128
1582,2020-04-17,6.7175
1583,2020-04-20,-4.4793
1584,2020-04-21,-7.7701
1585,2020-04-22,5.5319
1586,2020-04-23,-0.0181
1587,2020-04-24,3.4883
1588,2020-04-27,3.6075
1589,2020-04-28,-1.1615
1590,2020-04-29,6.5121
1591,2020-04-30,-2.3573
1592,2020-05-01,-6.7612
1593,2020-05-04,0.6941
1594,2020-05-05,2.3176
1595,2020-05-06,-1.7141
1596,2020-05-07,3.0226
1597,2020-05-08,4.1355
1598,2020-05-11,0.0517
1599,2020-05-12,-5.0735
1600,2020-05-13,-4.4967
1601,2020-05-14,2.9979
1602,2020-05-15,1.1558
1603,2020-05-18,7.5613
1604,2020-05-19,-2.6017
1605,2020-05-20,4.245
1606,2020-05-21,-1.7458
1607,2020-05-22,0.4781
1608,2020-05-26,3.0858
1609,2020-05-27,3.7219
1610,2020-05-28,-0.4654
1611,2020-05-29,1.1204
1612,2020-06-01,1.0165
1613,2020-06-02,2.078
1614,2020-06-03,3.3316
1615,2020-06-04,-0.6628
1616,2020-06-05,6.3773
1617,2020-06-08,3.0278
1618,2020-06-09,-1.8861
1619,2020-06-10,-1.4101
1620,2020-06-11,-14.9631
1621,2020-06-12,2.9999
1622,2020-06-15,2.3417
1623,2020-06-16,4.8043
1624,2020-06-17,-1.049
1625,2020-06-18,0.097
1626,2020-06-19,-2.5508
1627,2020-06-22,1.6115
1628,2020-06-23,1.1575
1629,2020-06-24,-6.5116
1630,2020-06-25,2.6872
1631,2020-06-26,-6.0576
1632,2020-06-29,3.6768
1633,2020-06-30,3.2075
1634,2020-07-01,1.7591
1635,2020-07-02,1.3839
1636,2020-07-06,3.8605
1637,2020-07-07,-2.6126
1638,2020-07-08,1.9201
1639,2020-07-09,-1.4387
1640,2020-07-10,2.56
1641,2020-07-13,-2.1916
1642,2020-07-14,3.2447
1643,2020-07-15,2.3046
1644,2020-07-16,-0.8313
1645,2020-07-17,0.7295
1646,2020-07-20,2.0284
1647,2020-07-21,0.5356
1648,2020-07-22,1.4304
1649,2020-07-23,-3.0249
1650,2020-07-24,-1.6282
1651,2020-07-27,1.831
1652,2020-07-28,-1.6034
1653,2020-07-29,3.0804
1654,2020-07-30,-0.9007
1655,2020-07-31,1.9835
1656,2020-08-03,1.7459
1657,2020-08-04,0.9715
1658,2020-08-05,1.5603
1659,2020-08-06,1.6789
1660,2020-08-07,0.1808
1661,2020-08-10,0.7521
1662,2020-08-11,-2.0888
1663,2020-08-12,3.4892
1664,2020-08-13,-0.456
1665,2020-08-14,0.0075
1666,2020-08-17,0.7992
1667,2020-08-18,0.5438
1668,2020-08-19,-1.0514
1669,2020-08-20,0.7834
1670,2020-08-21,0.8924
1671,2020-08-24,2.5407
1672,2020-08-25,0.8803
1673,2020-08-26,2.5139
1674,2020-08-27,0.5504
1675,2020-08-28,1.6225
1676,2020-08-31,-0.9145
1677,2020-09-01,2.3624
1678,2020-09-02,3.6188
1679,2020-09-03,-8.8251
1680,2020-09-04,-2.0659
1681,2020-09-08,-6.9812
1682,2020-09-09,4.9278
1683,2020-09-10,-4.4141
1684,2020-09-11,0.1283
1685,2020-09-14,3.2975
1686,2020-09-15,1.27
1687,2020-09-16,-1.0021
1688,2020-09-17,-2.2262
1689,2020-09-18,-3.9248
1690,2020-09-21,-2.8204
1691,2020-09-22,2.5535
1692,2020-09-23,-5.913
1693,2020-09-24,0.6708
1694,2020-09-25,4.0415
1695,2020-09-28,4.1512
1696,2020-09-29,-1.3761
1697,2020-09-30,1.9034
1698,2020-10-01,1.6127
1699,2020-10-02,-2.404
1700,2020-10-05,4.4296
1701,2020-10-06,-3.6081
1702,2020-10-07,4.3487
1703,2020-10-08,2.2235
1704,2020-10-09,2.2404
1705,2020-10-12,4.0218
1706,2020-10-13,-1.65
1707,2020-10-14,-1.5884
1708,2020-10-15,-0.3116
1709,2020-10-16,-0.1523
1710,2020-10-19,-3.8607
1711,2020-10-20,1.0074
1712,2020-10-21,-0.4775
1713,2020-10-22,1.3785
1714,2020-10-23,0.8541
1715,2020-10-26,-4.7005
1716,2020-10-27,-0.8702
1717,2020-10-28,-8.7637
1718,2020-10-29,2.5483
1719,2020-10-30,-2.6409
1720,2020-11-02,2.8088
1721,2020-11-03,4.4105
1722,2020-11-04,5.57
1723,2020-11-05,4.8674
1724,2020-11-06,-0.0576
1725,2020-11-09,3.1468
1726,2020-11-10,-0.3699
1727,2020-11-11,1.8651
1728,2020-11-12,-2.4565
1729,2020-11-13,3.4649
1730,2020-11-16,3.1261
1731,2020-11-17,-1.359
1732,2020-11-18,-3.0512
1733,2020-11-19,1.0587
1734,2020-11-20,-1.7316
1735,2020-11-23,1.5061
1736,2020-11-24,4.0283
1737,2020-11-25,-0.3888
1738,2020-11-27,0.7008
1739,2020-11-30,-1.1181
1740,2020-12-01,2.7413
1741,2020-12-02,0.5296
1742,2020-12-03,-0.0687
1743,2020-12-04,2.1623
1744,2020-12-07,-0.5184
1745,2020-12-08,0.7363
1746,2020-12-09,-2.2703
1747,2020-12-10,-0.0824
1748,2020-12-11,-0.2956
1749,2020-12-14,-1.1308
1750,2020-12-15,3.3841
1751,2020-12-16,0.3952
1752,2020-12-17,1.4053
1753,2020-12-18,-2.0801
1754,2020-12-21,-0.9026
1755,2020-12-22,-0.4251
1756,2020-12-23,0.2263
1757,2020-12-24,0.9785
1758,2020-12-28,2.1556
1759,2020-12-29,-0.4812
1760,2020-12-30,0.3593
1761,2020-12-31,1.2771
1762,2021-01-04,-3.4543
1763,2021-01-05,1.7297
1764,2021-01-06,1.5021
1765,2021-01-07,3.7165
1766,2021-01-08,1.4317
1767,2021-01-11,-1.7044
1768,2021-01-12,0.0532
1769,2021-01-13,0.6777
1770,2021-01-14,-0.884
1771,2021-01-15,-1.8445
1772,2021-01-19,1.971
1773,2021-01-20,3.4634
1774,2021-01-21,0.2296
1775,2021-01-22,-0.8935
1776,2021-01-25,0.9919
1777,2021-01-26,-0.3937
1778,2021-01-27,-6.2355
1779,2021-01-28,2.158
1780,2021-01-29,-5.0961
1781,2021-02-01,4.1601
1782,2021-02-02,3.5384
1783,2021-02-03,0.1981
1784,2021-02-04,2.848
1785,2021-02-05,0.9899
1786,2021-02-08,1.8134
1787,2021-02-09,-0.1678
1788,2021-02-10,-0.1098
1789,2021-02-11,0.4067
1790,2021-02-12,1.2417
1791,2021-02-16,-0.2183
1792,2021-02-17,0.0578
1793,2021-02-18,-1.0748
1794,2021-02-19,-0.4454
1795,2021-02-22,-1.9458
1796,2021-02-23,0.3058
1797,2021-02-24,2.7617
1798,2021-02-25,-6.1465
1799,2021-02-26,-1.3018
1800,2021-03-01,6.0357
1801,2021-03-02,-1.9741
1802,2021-03-03,-3.3602
1803,2021-03-04,-3.1379
1804,2021-03-05,4.5938
1805,2021-03-08,-1.2578
1806,2021-03-09,3.5725
1807,2021-03-10,1.5638
1808,2021-03-11,2.5422
1809,2021-03-12,0.3392
1810,2021-03-15,1.4984
1811,2021-03-16,-0.3181
1812,2021-03-17,0.8578
1813,2021-03-18,-3.6935
1814,2021-03-19,-1.2907
1815,2021-03-22,2.0042
1816,2021-03-23,-1.9913
1817,2021-03-24,-1.2843
1818,2021-03-25,1.4137
1819,2021-03-26,4.0286
1820,2021-03-29,-0.1273
1821,2021-03-30,-0.6694
1822,2021-03-31,1.0194
1823,2021-04-01,2.7068
1824,2021-04-05,3.5913
1825,2021-04-06,-0.1489
1826,2021-04-07,0.2915
1827,2021-04-08,1.1934
1828,2021-04-09,1.8254
1829,2021-04-12,0.0918
1830,2021-04-13,0.7458
1831,2021-04-14,-0.8621
1832,2021-04-15,2.6927
1833,2021-04-16,0.8409
1834,2021-04-19,-1.2411
1835,2021-04-20,-1.8518
1836,2021-04-21,2.3732
1837,2021-04-22,-2.3121
1838,2021-04-23,2.7176
1839,2021-04-26,0.5255
1840,2021-04-27,-0.0543
1841,2021-04-28,-0.0724
1842,2021-04-29,1.6008
1843,2021-04-30,-1.6612
1844,2021-05-03,0.5429
1845,2021-05-04,-1.5595
1846,2021-05-05,0.0788
1847,2021-05-06,2.0044
1848,2021-05-07,1.8274
1849,2021-05-10,-2.5078
1850,2021-05-11,-2.2591
1851,2021-05-12,-5.4115
1852,2021-05-13,3.0091
1853,2021-05-14,3.8401
1854,2021-05-17,-0.642
1855,2021-05-18,-2.1806
1856,2021-05-19,-0.6615
1857,2021-05-20,2.6965
1858,2021-05-21,-0.2064
1859,2021-05-24,2.5559
1860,2021-05-25,-0.5597
1861,2021-05-26,0.4996
1862,2021-05-27,0.1323
1863,2021-05-28,0.4504
1864,2021-06-01,-0.2221
1865,2021-06-02,0.396
1866,2021-06-03,-0.937
1867,2021-06-04,2.2943
1868,2021-06-07,-0.2446
1869,2021-06-08,0.0537
1870,2021-06-09,-0.3762
1871,2021-06-10,1.1687
1872,2021-06-11,0.4161
1873,2021-06-14,0.5636
1874,2021-06-15,-0.4626
1875,2021-06-16,-1.4109
1876,2021-06-17,-0.0836
1877,2021-06-18,-4.2458
1878,2021-06-21,3.5821
1879,2021-06-22,1.3437
1880,2021-06-23,-0.3039
1881,2021-06-24,1.4864
1882,2021-06-25,0.8935
1883,2021-06-28,0.5075
1884,2021-06-29,0.1356
1885,2021-06-30,0.212
1886,2021-07-01,1.3914
